airline,product_name,route,booking_class,price_increase,rebate_ratio,office,remarks,valid_period,ticket_type,policy_identifier,policy_code
EU,5、高舱高奖,所有航线,"适用舱位：Y/T/H/M/G/S/L/Q/E/V/R舱(适用于小舱位)                                           运价基础：
YAGC**##（**为公布舱位加价幅度，##为订座时即时开放的最低舱位对应的运价基础）",高舱-减低舱,0.6,,"营销服务费：该产品的营销服务费按照低舱与高舱票面价差额部分的60%给予销售代理。计算方法为：某航线Y舱运价基础上的**价基础上的小舱位计算方法同主舱位。
举例：若成都-厦门航线(Y舱运价2260元)，外放最低公布舱位为K舱，代理人定H舱，营销服务费计算则为：2260×45%×60%=610.2元（其中45为H舱和K舱的大概差额部分）。
（八）结算原则：有产品销量的渠道均结算营销服务费。",,ALL,,
HO,1、商旅优选,所有航线,E/Z/T/S/W/V/Q/H/U (160SL),160,100,KMG319,4小时以前免费改签一次，会员客户享受1.5倍积分(9月1日后KMG279不享受政策）,有效,ALL,,
HO,2、公务优选,全国航线,E/Z/T/S/W/V/Q/H/U  (260SL),260,160,,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",,ALL,,
HO,商旅优选,全国航线(24年6月21号生效）,M/U/H/Q/V/W/S/T/Z/E  (400SL),400,240,KMG319,,,ALL,,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,30,15,KMG319,30J2,,ALL,,
HU,1、智选经济舱,所有航线,Q舱 上浮390元现返120元,390,120,KMG319/KMG279/CTU152/SZX146,"1、海航Q舱 智选经济舱
2、旅客可优先选择经济舱第1排及以后座位；
3、单独退票规则参照文件,客票变更及退票手续费优惠：",有效,ALL,,
HU,2、优选经济舱,所有航线,E舱 E舱上浮220元现返70元，上浮250元现返80元,220,70,,免费行李额20KG,,ALL,,
HU,2、优选经济舱,所有航线,E舱 E舱上浮220元现返70元，上浮250元现返80元,250,80,,免费行李额20KG,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,220,20,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,168,30,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,158,40,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,3、优享贵宾室,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2（运价标识：CVG1）,220,20,,北京/海口220元：40，杭州/乌鲁木齐/西安/168元/158元198元:30元，太原/深圳220元：20元（可在贵宾室休息至航班起飞前，凭登机牌）,,ALL,,
HU,4、优享变更,适用于HU/CN国内自营航班,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2          产品代码：CSU1,150,40,,"改期：代理人必须使用TRI指令自动变更，如系统提示无法使用TRI时，则退旧出新。严禁代理人手工修改FC/FN/FP/RMK CMS/RMK OT等项，违者将给予违规航段经济舱全价的处罚
退票：自愿退票：旅客选择自愿退票视为自动放弃“优享变更”产品权益，以票面价为基准，按定座舱位对应规则办理自愿退票，具体标准以我司现行多等级舱位客票使用条件规则为准",,ALL,,
HU,5、优享专车”产品,所有航线,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2                      产品代码：CTL1,100,20,,1.优享专车”机票产品，客票使用后的48小时内，额外获得一张100元面值神州专车券。                                2．自愿退票：旅客选择自愿退票视为自动放弃“优享专车”产品权益，以票面价为基准，按定座舱位对应规则办理自愿退票，具体标准以我司多等级舱位规则文件为准,,ALL,,
HU,6、优享代泊,,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2 产品代码：CSO1,180,30,,权益内容为：客票使用后的48小时内，额外获得一张国内机场代泊三日券，机场代泊车服务机场名录请见附件2；权益规则详见六、“优享代泊”内代泊车券权益兑付流程及规则                                               3.代泊车券适用有效期：旅客自收到券号之日起120天内有效。,,ALL,,
HU,7、优享积分”产品,所有航线,H/K/L/M/X/V/N/A/U/U1/U2/T/T1/T2 （CYE1，CLE1，CLG1）,120,30,,800积分,2024年1月1日-2024年12月31日,ALL,,
HU,8、公务舱尊享专车”产品,所有航线,D/Z/I/R舱 CQC1,360,80,,一舱多价权益产品，旅客可根据自身需要选购溢价“尊享专车”产品。购买“尊享专车”产品的旅客获得指定城市至机场间始发或到达豪华车接/送机服务权益一次。,有效,ALL,,
HU,9、公务舱（尊享积分）,所有航线,D/Z/I/R舱  CVW1,360,80,,必须注册会员才能销售 2400积分,,ALL,,
HU,10、高舱高奖,"该产品在不同航线上的“净结+后返”溢价分成总比例最低为20%，最高则不超过36%，如未完成后返考核任务，仅可获得净结分成奖励,当外放最低散客舱位为K舱及以下舱时，选择向上预订Y/H/K/L/M/X舱",溢价区间,7,8,KMG319/KMG279/CTU152/SZX146,,,ALL,,
JD,1、增值经济舱Q舱,所有航线,Q舱  GQQ1,16,60,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位;()餐食权益:免费机上餐点一份行李权益:免费托运行李额20KG及1件手提行李(7KG20*40*55cm)
(四) Q无代金券
(五)地面权益:为旅客提供登机口优先登机服务(可享受城市: 北京大兴、西安青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六) 额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元: 定级航段为1。(七)自愿改期、退票手续费优惠:(八)免费提供行程单快递服务(仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效,ALL,,
JD,2、商旅优选Q舱,,Q PXQ1,0,10,,基于Q舱代理费上浮10元/段(70元/段）,,ALL,,
JD,3、超值经济舱W舱,,R-K 超值经济舱W(PCJ1),24,80,,"权益:
-前排座位:经济舱前三排座位(餐食权益:免费机上餐点一份:(三)行李权益:免费托运行李额20KG及1件手提行李(7KG,20*40*55cm)(四)50元国内机票代金券(仅限现官网、公众号、APP/H5等自有渠道购买旅客)(五)地面权益:旅客出行可享受专属值机柜台、优先登机、公务舱贵宾室及优先行李提取相关地面保障服务 (可享受城市: 北京大兴、西安、青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六)额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元; 定级航段为1(七)自愿改期、退票手续费优惠(八)免费提供行程单快递服务 (仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",,ALL,,
JD,4、“特惠行李”E,,E舱  PYE1（包含H/K/L/M/X//N/A/U/T/R 舱位。                                              航线：北京大兴进出港,50,10,,"免费托运行李额 20KG  PYE1；适用经
济舱舱位包含 H/K/L/M/X//N/A/U/T/R  及其子舱位；(单独退票规则，QQ已发政策群）",,ALL,,
JD,5、特惠行李E舱,,运价代码：PYE1,0,,,根据航段不同，溢价不同，提供20KG托运行李,,ALL,,
JD,6、商旅优选E舱,,运价标识：PXE1,0,10,,基于E舱代理费上浮10元/段,,ALL,,
JD,7、优享变更,,运价标识：PTGH1,150,,,外放溢价150元，提供免变更费服务权益,,ALL,,
JD,8、首悦经济舱 P 舱产品,,订P舱  PPC1/PPC3  （N-B）,2,0,,"免费托运行李额：参照下浮前原舱位规定（V\N 舱行李额为
0，其他舱位 10KG,如有运价调整，参见最新运价公布）；                                         4小时含以内100%，4小时-72小时85%，有单独文件客规，参照文件执行",,ALL,,
JD,9、超值公务舱,,订Z舱 （PYY1）,0,20,,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、服务同正价公务舱服务(地面、空中均适用);
3、代理费:20元/段;
4、行李:手提:2件、7KG/件:托运:30KG:
5、有消费积分。",,ALL,,
JD,10、空中公务舱I,所有航线,订I舱  （PLX1）,0,20,,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、机上享受公务舱服务，地面不享受;
3、代理费:20元/段;
4、行李:手提:2件、7KG/件;托运:30KG。
5、有消费积分。",,ALL,,
JD,11、首都航空畅行无忧“机+X”,所有航线  PAT:A#C@PAS1,B/H/K/L/M/X/V/N/N1/A/A1/U/U1/T/T1/S/S1/S2(产品代码：PYR1  ）,60,30,,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",,ALL,,
JD,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",170,50,,BSP：PAT:A#CPAS1/ GP:PAT:A#CPAS1/CGP/CC,,ALL,,
JD,13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",180,30,,PJF1   1200 积分,,ALL,,
JD,14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300,100,,MGTA1,,ALL,,
JD,往返无忧,所有航线  直减,H/K/L/M/X/  PWF3,0.03,,,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",,ALL,,
GS,"1、超值经济舱
（国内 W）",所有线,"订W舱  
运价代码：GPYC1 无代理费",360,80,KMG319/KMG279/SZX146,"一、产品权益
（一）免费托运行李额20KG；超大手提行李（20×40×55）1件；
（二）精品餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心），后期餐食变更以我处下发业务提示为准；
（三）经济舱前三排座位；
（四）地面服务权益包括：专属值机柜台、贵宾休息室、优先登机；因各机场服务差异性，地面服务权益以机场现场实际保障为准；
（五）会员积分奖励：方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外赠送5积分/10元奖励，其它权益以海航统一要求为准；",有效,ALL,,
GS,"1、超值经济舱
（国内 W）",所有线,"订W舱  
运价代码：GPYC1 无代理费",400,80,KMG319/KMG279/SZX146,"一、产品权益
（一）免费托运行李额20KG；超大手提行李（20×40×55）1件；
（二）精品餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心），后期餐食变更以我处下发业务提示为准；
（三）经济舱前三排座位；
（四）地面服务权益包括：专属值机柜台、贵宾休息室、优先登机；因各机场服务差异性，地面服务权益以机场现场实际保障为准；
（五）会员积分奖励：方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外赠送5积分/10元奖励，其它权益以海航统一要求为准；",有效,ALL,,
GS,2、惠享商旅（Q舱）,所有线,订Q舱  代码QU/GPYH1，QU/HYLX1,100,,KMG319/KMG279/SZX146,免费行李20KG,,ALL,,
GS,3、机票Plus（机+积分）,所有线,产品代码：GOOA1 订E舱：H/K/L/M/X,220,35,,（二）旅客乘机后，在原有金鹏积分的基础上，额外赠送1000积分（线下渠道）/1500积分（线上渠道）,,ALL,,
GS,4、商旅经济E舱,所有线,"代码 GPYN1 净结 20 元；
GPYM1 无代理费                                        外放最低舱位为 X（含）以上
时，上浮 130 元；X 舱（不
含）以下时，上浮 170 元，
且 E 舱价格不得大于经济舱
公布普通票价",130,30,,"（一）经济舱餐食一份（70分钟（含）以下航班插放小吃、小矿泉水，71—90分钟（不含）空中提供饮品及点心盒，90分钟（含）以上航班提供饮品及早餐/正餐/点心）；
（二）经济舱前三排座位；
（三）方案下发日起，金鹏会员乘机可在基础消费积分的基础上额外享受2积分/10元奖励，定级权益以海航统一要求为准；
（四）免费托运行李额20KG；超大手提行李（20×40×55）1件；",,ALL,,
GS,5、天津航空会员乐享,"代码 GPYH1 净结 10 元；
代码 GPYJ1 后返 10 元；
GPYG1 无代理费",1.Q舱价格以该航班各渠道经济舱对外开放最低散客舱位（H/K/L/M/X/V/N/A/A1/U/U1/T/T1/P/P1）价格上浮                                             产品代码：HYLX1（线下渠道）,80,20,,"（一）金鹏会员积分：方案执行之日起，金鹏会员乘机可享受基础积分累积；
（二）额外积分奖励：可额外奖励500点金鹏会员积分；；",,ALL,,
GS,6、免改添翼,"MGTA1 上浮 300 ，
MGTB1 上浮 500 ，
MGTC1 上浮 700",K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300,100,,"（一）旅客购买该产品后，在原舱位权益基础上，可额外享有在航班起飞 4 小时前（含）申请改期，可免收变更
费一次，差价正常收取。
（二）代理人销售此高于外放舱位的客票，即可获得额外跨舱代理费奖励，并鼓励代理人给旅客配属其他额外权
益。",,ALL,,
GS,7、海天无限,所有航线：产品代码：GHLC,Y 舱：0%； B/H/K 舱:7%； L/M/X 舱：10%; V/N/特价舱：12%,下浮,5,,行李额20kg，航变无忧退改等权益，天津航空所有授权签约代理人,,ALL,,
GS,8、优享商旅,所有航线,订舱E  联动H/K/L/M/X 产品代码：THEA1,330,150,KMG319/KMG279/SZX146,"自愿退票手续费：航班计划出港时间前 4 小时（不含）至
航班起飞后每次收取对应票价 70%；航班计划出港时间前 48 小
时（不含）至航班计划出港时间前 4 小时（含）每次收取对应票
价 60%；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时(含）每次收取对应票价 45%；航班计划出港时间
前 336 小时（不含）至航班计划出港时间前 72 小时（含）每次
收取对应票价 30%；航班计划出港时间前 336 小时（含）之前
每次收取对应票价 15%。",,ALL,,
FU,1、高返政策,所有航线,W舱   标识：GFFC,300,150,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效,ALL,,
FU,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识 FJFA,60,10,KMG319/KMG279/CTU152,额外400消费积分,,ALL,,
FU,3、传统溢价,超值经济舱,订:W舱   ZUNX,130,15,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",,ALL,,
GT,1、高舱高返,所有航线,订座舱位：B/H/K/L/M/X/V/N/Q/A/U/T（H舱-T舱：8.4折-2.6折）                                    运价标识：YGFC150/YGFC260/YGFC450,150,80,/,20KG托运行李额（一个季度产品销量2.5万元）,有效,ALL,,
GT,2、超值经济舱,所有航线,订D舱   （L舱-T舱：6.8折-2.6折）,200,40,,"1、20KG免费托运行李额
2、提前官网前排选座（具体可选座位以官网系统开放座位为准）
3、机上精品餐食一份
4、航班起飞前24小时外免费自愿退票或免费自愿同舱改期一次权益（免费退票和免费改期权益不能同时使用）。",,ALL,,
